CACode,VaCode,Estimate,ASE,Flag
C13C,V13D,40.2,2.2,
C13C,V13M,7.9,0.1,
C13C,V14A,40.3,2.1,
C13C,V14B,37.2,2.1,
C13C,V14C,19.4,1.6,
C13C,V14D,3.1,0.7,
C13C,V14M,4.8,0.1,
C13C,V15A,71.3,2.2,
C13C,V15B,25.2,2.1,
C13C,V15C,3.5,0.7,
C13C,V16A,77.9,1.6,
C13C,V16B,17.3,1.4,
C13C,V16C,4.7,0.9,
C13C,V17A,1.2,0.5,*
C13C,V17B,8.4,1.1,
C13C,V17C,22.8,1.7,
C13C,V17D,37.8,2.3,
C13C,V17E,29.7,2.2,
C13C,V18A,97.4,0.7,
C13C,V18B,2.6,0.7,
C13D,V00T,37.6,1.3,
C13D,V01A,10,1.1,
C13D,V01B,15.5,1.7,
C13D,V01C,35.6,1.7,
C13D,V01D,19.2,1.6,
C13D,V01E,19.7,1.7,
C13D,V01M,8.1,0.1,
C13D,V02A,7.4,1.1,
C13D,V02B,13.1,1.4,
C13D,V02C,30.5,1.9,
C13D,V02D,22,1.8,
C13D,V02E,27,1.9,
C13D,V02M,8.4,0,
C13D,V03A,12.1,1.6,
C13D,V03B,20.5,1.4,
C13D,V03C,33.8,1.8,
C13D,V03D,18.5,1.6,
C13D,V03E,15.2,1.4,
C13D,V03M,8,0.1,
C13D,V04A,3.3,0.7,
C13D,V04B,16.5,1.5,
C13D,V04C,48.4,2.2,
C13D,V04D,31.9,2.1,
C13D,V05A,22.5,1.9,
C13D,V05B,42.7,2.2,
C13D,V05C,26.4,1.9,
C13D,V05D,8.4,1.1,
C13D,V06A,1.4,0.5,*
C13D,V06B,2.6,0.6,
C13D,V06C,10.6,1.2,
C13D,V06D,37.3,1.8,
C13D,V06E,48.1,1.8,
C13D,V06M,8.1,0.1,
C13D,V07A,66.6,1.9,
C13D,V07B,10.6,1.4,
C13D,V07C,12.1,1.3,
C13D,V07D,8.2,1.1,
C13D,V07E,2.6,0.7,
C13D,V07M,2.2,0.1,
C13D,V08A,17.1,1.6,
C13D,V09A,62.3,1.8,
C13D,V09B,21.7,1.8,
C13D,V09C,13.6,1.3,
C13D,V09D,2.4,0.6,
C13D,V10A,5.7,0.9,
C13D,V10B,25.5,1.8,
C13D,V10C,56.2,2,
C13D,V10D,12.6,1.4,
C13D,V10M,6.9,0.1,
C13D,V11A,7.4,1.2,
C13D,V11B,19.6,1.7,
C13D,V11C,45.8,2.2,
C13D,V11D,27.3,1.8,
C13D,V11M,7.4,0.1,
C13D,V12A,16.5,1.7,
C13D,V12B,31.5,1.7,
C13D,V12C,38.4,2,
C13D,V12D,13.6,1.4,
C13D,V12M,6.3,0.1,
C13D,V13A,4.4,0.9,
C13D,V13B,10.5,1.2,
C13D,V13C,38.6,2.2,
C13D,V13D,46.4,2.1,
C13D,V13M,8.1,0.1,
C13D,V14A,40.6,2.2,
C13D,V14B,34.5,1.7,
C13D,V14C,21.1,1.7,
C13D,V14D,3.8,0.7,
C13D,V14M,4.8,0.1,
C13D,V15A,75,2.1,
C13D,V15B,22,1.9,
C13D,V15C,3,0.7,
C13D,V16A,81.1,1.8,
C13D,V16B,14.8,1.5,
C13D,V16C,4.1,0.8,
C13D,V17A,1,0.3,*
C13D,V17B,5.5,0.9,
C13D,V17C,19,1.5,
C13D,V17D,39,1.9,
C13D,V17E,35.5,2,
C13D,V18A,98.2,0.5,
C13D,V18B,1.8,0.5,
C13E,V00T,3.2,0.5,
C13E,V01A,20.7,5.5,
C13E,V01B,15.1,5,*
C13E,V01C,33.2,6.8,
C13E,V01D,17.3,5.2,
C13E,V01E,13.6,4.9,*
C13E,V01M,7.6,0.2,
C13E,V02A,15.4,6.3,*
C13E,V02B,18.5,5.7,*
C13E,V02C,28.3,6.8,
C13E,V02D,18.5,6.2,*
C13E,V02E,19.3,6.2,*
C13E,V02M,7.9,0.3,
C13E,V03A,17.7,5.1,
C13E,V03B,18.6,6.1,*
C13E,V03C,27.3,6.2,
C13E,V03D,16.6,6.4,*
C13E,V03E,19.8,6.2,*
C13E,V03M,7.9,0.3,
C13E,V04A,10.3,4.5,*
C13E,V04B,37.4,6.6,
C13E,V04C,40.3,6.6,
C13E,V04D,12.1,5,*
C13E,V05A,17.3,5.9,*
C13E,V05B,33.4,7.3,
C13E,V05C,37,7.2,
C13E,V05D,12.2,5.1,*
C13E,V06A,3.1,2.5,**
C13E,V06B,4.6,3.9,**
C13E,V06C,19.5,5.6,
C13E,V06D,35.3,7,
C13E,V06E,37.5,7.2,
C13E,V06M,7.5,0.3,
C13E,V07A,52.7,8.7,
C13E,V07B,12.1,5.4,*
C13E,V07C,19.5,5.4,
C13E,V07D,10.2,5.1,*
C13E,V07E,5.4,4,**
C13E,V07M,3,0.5,
C13E,V08A,22.4,6.2,
C13E,V09A,51.1,6.8,
C13E,V09B,21.4,6.6,*
C13E,V09C,19.4,5.9,*
C13E,V09D,8,4.4,**
C13E,V10A,11.6,4.9,*
C13E,V10B,30,7.1,
C13E,V10C,46.8,7,
C13E,V10D,11.6,5,*
C13E,V10M,6.5,0.3,
C13E,V11A,11,4.1,*
C13E,V11B,22.8,7.1,*
C13E,V11C,43.6,8.1,
C13E,V11D,22.6,6.4,
C13E,V11M,7,0.3,
C13E,V12A,15.1,4.4,
C13E,V12B,30.3,7.4,
C13E,V12C,35,7.8,
C13E,V12D,19.6,6.3,*
C13E,V12M,6.4,0.3,
C13E,V13A,6.2,3.2,**
C13E,V13B,19.9,7.1,*
C13E,V13C,39,7.6,
C13E,V13D,34.8,7.6,
C13E,V13M,7.5,0.3,
C13E,V14A,37.2,8,
C13E,V14B,38.4,8.4,
C13E,V14C,19.8,6.1,*
C13E,V14D,4.6,4.2,**
C13E,V14M,4.8,0.4,
C13E,V15A,70.7,6.5,
C13E,V15B,23.8,6.4,
C13E,V15C,5.4,3.8,**
C13E,V16A,73.5,6.8,
C13E,V16B,19,5.8,*
C13E,V16C,7.5,4.3,**
C13E,V17A,2.5,1.9,**
C13E,V17B,17,5.5,*
C13E,V17C,31.3,6.9,
C13E,V17D,33.7,7,
C13E,V17E,15.5,5.3,*
C13E,V18A,93.9,4.2,
C13E,V18B,6.1,4.2,**
C14A,V00T,11.7,0.8,
C14A,V01A,13.7,2.5,
C14A,V01B,17.6,2.8,
C14A,V01C,38.6,3.7,
C14A,V01D,17,2.6,
C14A,V01E,13.1,2.5,
C14A,V01M,7.9,0.1,
C14A,V02A,10.2,2.4,
C14A,V02B,16.1,2.7,
C14A,V02C,33.9,3.9,
C14A,V02D,19.5,3.1,
C14A,V02E,20.3,3.1,
C14A,V02M,8.1,0.1,
C14A,V03A,14.4,2.4,
C14A,V03B,21.6,3.4,
C14A,V03C,34.7,3.8,
C14A,V03D,16.9,2.5,
C14A,V03E,12.4,2.7,
C14A,V03M,7.8,0.1,
C14A,V04A,2.8,1.3,*
C14A,V04B,16.7,2.4,
C14A,V04C,46.4,3.7,
C14A,V04D,34.1,3.4,
C14A,V05A,21.8,3,
C14A,V05B,41.1,3.5,
C14A,V05C,28.1,3.6,
C14A,V05D,9,1.9,
C14A,V06A,1.8,0.8,*
C14A,V06B,3.1,1.2,*
C14A,V06C,10.8,1.8,
C14A,V06D,44.8,3.5,
C14A,V06E,39.6,3.4,
C14A,V06M,7.9,0.1,
C14A,V07A,61.8,4,
C14A,V07B,12.2,2.3,
C14A,V07C,13.1,2.5,
C14A,V07D,10,2.1,
C14A,V07E,3,1.2,*
C14A,V07M,2.5,0.2,
C14A,V08A,17,2.5,
C14A,V09A,59.5,3.5,
C14A,V09B,24.5,3,
C14A,V09C,13.7,2.6,
C14A,V09D,2.3,1,*
C14A,V10A,4.2,1.3,*
C14A,V10B,24.1,3.3,
C14A,V10C,60.2,3.7,
C14A,V10D,11.5,2.5,
C14A,V10M,7.1,0.1,
C14A,V11A,8.3,1.9,
C14A,V11B,21.4,3.3,
C14A,V11C,47.3,3.7,
C14A,V11D,22.9,3.1,
C14A,V11M,7.2,0.1,
C14A,V12A,22.3,3.1,
C14A,V12B,30.6,3,
C14A,V12C,35.9,3.3,
C14A,V12D,11.2,2.4,
C14A,V12M,6,0.2,
C14A,V13A,4.1,1.6,*
C14A,V13B,12.7,2.4,
C14A,V13C,40.5,3.2,
C14A,V13D,42.7,3.7,
C14A,V13M,7.9,0.1,
C14A,V14A,42.7,3.6,
C14A,V14B,34.2,3.4,
C14A,V14C,20,3,
C14A,V14D,3,1.5,*
C14A,V14M,4.6,0.2,
C14A,V15A,75.6,3.1,
C14A,V15B,21.8,3.1,
C14A,V15C,2.5,1.2,*
C14A,V16A,80,2.9,
C14A,V16B,16.2,2.7,
C14A,V16C,3.7,1.3,*
C14A,V17A,1.3,0.9,**
C14A,V17B,5.9,1.7,
C14A,V17C,20.2,2.7,
C14A,V17D,38.7,3.5,
C14A,V17E,34,3.4,
C14A,V18A,97.9,1.2,
C14A,V18B,2.1,1.2,**
C14B,V00T,20.4,1.1,
C14B,V01A,11.7,1.7,
C14B,V01B,19.6,2.1,
C14B,V01C,38.7,2.5,
C14B,V01D,17.1,2,
C14B,V01E,12.9,1.7,
C14B,V01M,7.9,0.1,
C14B,V02A,7.1,1.5,
C14B,V02B,15.8,1.7,
C14B,V02C,33.8,2.7,
C14B,V02D,22.5,2.3,
C14B,V02E,20.7,2.3,
C14B,V02M,8.3,0.1,
C14B,V03A,16.3,2.1,
C14B,V03B,22.2,2.1,
C14B,V03C,35.7,2.4,
C14B,V03D,17.3,2.1,
C14B,V03E,8.5,1.6,
C14B,V03M,7.7,0.1,
C14B,V04A,2,0.7,*
C14B,V04B,14.5,1.8,
C14B,V04C,48.2,3,
C14B,V04D,35.2,2.7,
C14B,V05A,21.1,2.5,
C14B,V05B,40.7,3.2,
C14B,V05C,28.2,2.8,
C14B,V05D,10,1.7,
C14B,V06A,2,0.9,*
C14B,V06B,3.6,0.8,
C14B,V06C,12.8,1.6,
C14B,V06D,43.5,2.4,
C14B,V06E,38,2.3,
C14B,V06M,7.8,0.1,
C14B,V07A,59.3,2.4,
C14B,V07B,13.8,1.7,
C14B,V07C,14.4,2.1,
C14B,V07D,9.7,1.5,
C14B,V07E,2.8,0.8,
C14B,V07M,2.6,0.1,
C14B,V08A,22.8,2.3,
C14B,V09A,60.6,2.7,
C14B,V09B,25,2.1,
C14B,V09C,12.2,1.6,
C14B,V09D,2.2,0.8,*
C14B,V10A,4.8,1.2,
C14B,V10B,22.6,2.3,
C14B,V10C,61.7,2.4,
C14B,V10D,10.9,1.9,
C14B,V10M,7,0.1,
C14B,V11A,9.1,1.7,
C14B,V11B,20.6,2.2,
C14B,V11C,50,2.9,
C14B,V11D,20.3,2.7,
C14B,V11M,7.1,0.1,
C14B,V12A,18,2.2,
C14B,V12B,34.9,2.4,
C14B,V12C,37.7,2.6,
C14B,V12D,9.4,1.6,
C14B,V12M,6.1,0.1,
C14B,V13A,3.5,1,
C14B,V13B,9.8,1.6,
C14B,V13C,41.8,2.8,
C14B,V13D,44.8,3,
C14B,V13M,8.1,0.1,
C14B,V14A,43.8,2.7,
C14B,V14B,36.7,2.4,
C14B,V14C,18.2,2,
C14B,V14D,1.3,0.7,**
C14B,V14M,4.5,0.1,
C14B,V15A,74.6,2.2,
C14B,V15B,22.5,2.1,
C14B,V15C,2.9,0.9,
C14B,V16A,79.8,1.8,
C14B,V16B,16.1,1.8,
C14B,V16C,4.1,1,
C14B,V17A,0.8,0.4,**
C14B,V17B,6.8,1.4,
C14B,V17C,19.1,2.1,
C14B,V17D,38.1,2.9,
C14B,V17E,35.2,2.7,
C14B,V18A,98.6,0.7,
C14B,V18B,1.4,0.7,*
C14C,V00T,61.7,1.4,
C14C,V01A,13.9,1.1,
C14C,V01B,19.2,1.3,
C14C,V01C,34.2,1.6,
C14C,V01D,16.5,1.3,
C14C,V01E,16.2,1.2,
C14C,V01M,7.9,0,
C14C,V02A,10.2,1,
C14C,V02B,17.2,1.4,
C14C,V02C,32.7,1.3,
C14C,V02D,18.5,1.3,
C14C,V02E,21.5,1.4,
C14C,V02M,8.1,0,
C14C,V03A,15.6,1.1,
C14C,V03B,22.3,1.2,
C14C,V03C,32.4,1.5,
C14C,V03D,15,1.2,
C14C,V03E,14.7,1.2,
C14C,V03M,7.8,0,
C14C,V04A,5.3,0.8,
C14C,V04B,25.8,1.6,
C14C,V04C,47.8,1.8,
C14C,V04D,21.1,1.5,
C14C,V05A,19.5,1.5,
C14C,V05B,42.3,1.6,
C14C,V05C,28.8,1.5,
C14C,V05D,9.4,0.9,
C14C,V06A,1.3,0.4,*
C14C,V06B,3.6,0.7,
C14C,V06C,12.6,1,
C14C,V06D,41.4,1.5,
C14C,V06E,41.1,1.6,
C14C,V06M,7.9,0.1,
C14C,V07A,61.7,1.6,
C14C,V07B,12.5,1.1,
C14C,V07C,14,1.2,
C14C,V07D,9.2,0.9,
C14C,V07E,2.6,0.5,
C14C,V07M,2.4,0.1,
C14C,V08A,18,1.2,
C14C,V09A,57.7,1.7,
C14C,V09B,23.4,1.6,
C14C,V09C,16.1,1.2,
C14C,V09D,2.8,0.5,
C14C,V10A,7.3,0.9,
C14C,V10B,27.6,1.5,
C14C,V10C,52.9,1.8,
C14C,V10D,12.3,1.2,
C14C,V10M,6.8,0.1,
C14C,V11A,7.9,0.8,
C14C,V11B,19.7,1.5,
C14C,V11C,45.7,1.8,
C14C,V11D,26.7,1.7,
C14C,V11M,7.3,0.1,
C14C,V12A,16.1,1.3,
C14C,V12B,32.2,1.6,
C14C,V12C,37.5,1.6,
C14C,V12D,14.1,1.2,
C14C,V12M,6.3,0.1,
C14C,V13A,5.2,0.7,
C14C,V13B,12.2,1,
C14C,V13C,41.6,1.8,
C14C,V13D,41.1,1.8,
C14C,V13M,7.9,0.1,
C14C,V14A,40.2,2,
C14C,V14B,35.4,1.7,
C14C,V14C,19.9,1.4,
C14C,V14D,4.5,0.7,
C14C,V14M,4.8,0.1,
C14C,V15A,70.7,1.6,
C14C,V15B,25,1.5,
C14C,V15C,4.2,0.7,
C14C,V16A,77.1,1.5,
C14C,V16B,17.3,1.3,
C14C,V16C,5.6,0.7,
C14C,V17A,1.5,0.4,
C14C,V17B,9.3,0.9,
C14C,V17C,23.8,1.3,
C14C,V17D,37.6,1.8,
C14C,V17E,27.8,1.6,
C14C,V18A,96.8,0.7,
C14C,V18B,3.2,0.7,
C14D,V00T,6.2,0.7,
C14D,V01A,18.4,3.8,
C14D,V01B,16.1,3.5,
C14D,V01C,36.5,5.2,
C14D,V01D,15.3,4,
C14D,V01E,13.7,3.6,
C14D,V01M,7.6,0.2,
C14D,V02A,10.1,3.3,*
C14D,V02B,17.7,4.3,
C14D,V02C,32.3,4.4,
C14D,V02D,16.1,3.9,
C14D,V02E,23.8,4.2,
C14D,V02M,8.1,0.2,
C14D,V03A,17.6,4.1,
C14D,V03B,22.5,4.4,
C14D,V03C,33.8,5.6,
C14D,V03D,14.1,3.1,
C14D,V03E,12,3.1,
C14D,V03M,7.6,0.2,
C14D,V04A,7.8,3.5,*
C14D,V04B,24.5,4.6,
C14D,V04C,45.8,5.2,
C14D,V04D,22,3.4,
C14D,V05A,16.1,3.8,
C14D,V05B,40.8,5.5,
C14D,V05C,27.7,3.5,
C14D,V05D,15.4,3.7,
C14D,V06A,3.2,1.8,**
C14D,V06B,3.6,2,**
C14D,V06C,16.6,4.1,
C14D,V06D,39.2,4.9,
C14D,V06E,37.4,5.3,
C14D,V06M,7.6,0.3,
C14D,V07A,57.4,4.7,
C14D,V07B,15,4,
C14D,V07C,12.6,2.8,
C14D,V07D,11.6,3,
C14D,V07E,3.5,1.6,*
C14D,V07M,2.7,0.3,
C14D,V08A,19.6,3.6,
C14D,V09A,52.8,5,
C14D,V09B,26.5,4.3,
C14D,V09C,15.6,4.2,
C14D,V09D,5.1,2.1,*
C14D,V10A,8,2.5,*
C14D,V10B,24.5,4.6,
C14D,V10C,56.2,5.1,
C14D,V10D,11.3,3.1,
C14D,V10M,6.8,0.2,
C14D,V11A,6.8,2.3,*
C14D,V11B,22.5,4.2,
C14D,V11C,48.9,5,
C14D,V11D,21.9,4.3,
C14D,V11M,7.2,0.2,
C14D,V12A,18.2,3.4,
C14D,V12B,31.9,5,
C14D,V12C,39.9,4.4,
C14D,V12D,10,3.1,*
C14D,V12M,6.2,0.2,
C14D,V13A,6.9,2.3,*
C14D,V13B,12,2.6,
C14D,V13C,42.5,5.2,
C14D,V13D,38.7,5,
C14D,V13M,7.7,0.2,
C14D,V14A,39.6,4.7,
C14D,V14B,36.1,5.4,
C14D,V14C,20.7,4.2,
C14D,V14D,3.6,1.8,**
C14D,V14M,4.7,0.2,
C14D,V15A,68.5,4.4,
C14D,V15B,26.8,4.1,
C14D,V15C,4.7,1.8,*
C14D,V16A,77.2,3.8,
C14D,V16B,17.4,3.5,
C14D,V16C,5.4,2.2,*
C14D,V17A,2.3,1.4,**
C14D,V17B,10,2.9,
C14D,V17C,28.2,4.4,
C14D,V17D,34,4.8,
C14D,V17E,25.4,4.5,
C14D,V18A,94.2,2.3,
C14D,V18B,5.8,2.3,*
C15A,V00T,9.6,0.7,
C15A,V01A,14.4,2.5,
C15A,V01B,18.2,2.8,
C15A,V01C,36.9,3.9,
C15A,V01D,17.3,2.8,
C15A,V01E,13.2,2.6,
C15A,V01M,7.8,0.1,
C15A,V02A,8.8,2.3,
C15A,V02B,16.5,2.6,
C15A,V02C,31.6,3.6,
C15A,V02D,18.8,3.4,
C15A,V02E,24.3,3.9,
C15A,V02M,8.2,0.1,
C15A,V03A,14,2.6,
C15A,V03B,22.9,3.8,
C15A,V03C,38.3,4.2,
C15A,V03D,14,3,
C15A,V03E,10.9,2.6,
C15A,V03M,7.7,0.1,
C15A,V04A,3.8,1.6,*
C15A,V04B,20.6,3.1,
C15A,V04C,49.1,4.8,
C15A,V04D,26.5,4,
C15A,V05A,20.4,3.1,
C15A,V05B,39.2,3.8,
C15A,V05C,29.9,3.3,
C15A,V05D,10.4,2.1,
C15A,V06A,2.1,1.4,**
C15A,V06B,4.8,1.8,*
C15A,V06C,12.9,2.4,
C15A,V06D,42.3,3.9,
C15A,V06E,37.9,4.3,
C15A,V06M,7.8,0.2,
C15A,V07A,58.1,3.7,
C15A,V07B,12.6,2.6,
C15A,V07C,13.8,3.2,
C15A,V07D,11.9,2.6,
C15A,V07E,3.7,1.5,*
C15A,V07M,2.7,0.2,
C15A,V08A,22.9,2.8,
C15A,V09A,51.4,3.7,
C15A,V09B,27.1,3.7,
C15A,V09C,18.6,2.7,
C15A,V09D,3,1.4,*
C15A,V10A,7.4,2.2,
C15A,V10B,25.5,3.5,
C15A,V10C,56.5,4.3,
C15A,V10D,10.6,2.4,
C15A,V10M,6.8,0.1,
C15A,V11A,9.1,2.2,
C15A,V11B,20,3.6,
C15A,V11C,45.2,4.1,
C15A,V11D,25.8,3.7,
C15A,V11M,7.2,0.2,
C15A,V12A,17.6,3.2,
C15A,V12B,30.9,3.8,
C15A,V12C,37.1,4.1,
C15A,V12D,14.4,3,
C15A,V12M,6.3,0.2,
C15A,V13A,3.4,1.4,*
C15A,V13B,13.2,2.9,
C15A,V13C,41.4,4.1,
C15A,V13D,42,3.9,
C15A,V13M,8,0.1,
C15A,V14A,43.6,4.6,
C15A,V14B,33.6,3.8,
C15A,V14C,19.2,3.3,
C15A,V14D,3.6,1.5,*
C15A,V14M,4.7,0.2,
C15A,V15A,71.7,2.8,
C15A,V15B,24.8,2.8,
C15A,V15C,3.5,1.5,*
C15A,V16A,77.6,3.5,
C15A,V16B,18.5,3.3,
C15A,V16C,4,1.5,*
C15A,V17A,1,0.7,**
C15A,V17B,9.4,2.5,
C15A,V17C,25.2,3.1,
C15A,V17D,37.4,4,
C15A,V17E,27.1,3.5,
C15A,V18A,97.2,1.1,
C15A,V18B,2.8,1.1,*
C15B,V00T,71.4,1.2,
C15B,V01A,12.7,1,
C15B,V01B,18.7,1.1,
C15B,V01C,36.1,1.4,
C15B,V01D,16.6,1,
C15B,V01E,15.9,1.1,
C15B,V01M,7.9,0,
C15B,V02A,9.2,0.8,
C15B,V02B,16.7,1.2,
C15B,V02C,33.4,1.3,
C15B,V02D,19.7,1.1,
C15B,V02E,21,1.2,
C15B,V02M,8.2,0,
C15B,V03A,15.3,1.2,
C15B,V03B,21.6,1.3,
C15B,V03C,32.7,1.4,
C15B,V03D,16.6,1.2,
C15B,V03E,13.8,1,
C15B,V03M,7.8,0,
C15B,V04A,4.5,0.6,
C15B,V04B,22.1,1.4,
C15B,V04C,47.8,1.6,
C15B,V04D,25.6,1.5,
C15B,V05A,20.8,1.4,
C15B,V05B,42.3,1.5,
C15B,V05C,28.2,1.4,
C15B,V05D,8.8,0.8,
C15B,V06A,1.3,0.4,
C15B,V06B,3.3,0.6,
C15B,V06C,12,1,
C15B,V06D,42.6,1.5,
C15B,V06E,40.8,1.4,
C15B,V06M,7.9,0,
C15B,V07A,61.8,1.4,
C15B,V07B,12.4,1.1,
C15B,V07C,14,1,
C15B,V07D,9.3,0.8,
C15B,V07E,2.4,0.5,
C15B,V07M,2.4,0.1,
C15B,V08A,18.1,1.1,
C15B,V09A,60.1,1.4,
C15B,V09B,23.2,1.3,
C15B,V09C,14.1,1.1,
C15B,V09D,2.6,0.4,
C15B,V10A,6.4,0.8,
C15B,V10B,26.3,1.3,
C15B,V10C,55.2,1.5,
C15B,V10D,12.1,1.1,
C15B,V10M,6.9,0,
C15B,V11A,8,0.8,
C15B,V11B,20,1.3,
C15B,V11C,47.2,1.5,
C15B,V11D,24.8,1.4,
C15B,V11M,7.2,0.1,
C15B,V12A,17.1,1.3,
C15B,V12B,32.4,1.5,
C15B,V12C,37.8,1.4,
C15B,V12D,12.7,1,
C15B,V12M,6.2,0.1,
C15B,V13A,4.8,0.7,
C15B,V13B,11.6,0.9,
C15B,V13C,41.5,1.8,
C15B,V13D,42.2,1.6,
C15B,V13M,7.9,0.1,
C15B,V14A,39.6,1.7,
C15B,V14B,36.6,1.6,
C15B,V14C,19.9,1.2,
C15B,V14D,3.8,0.6,
C15B,V14M,4.8,0.1,
C15B,V15A,73.2,1.5,
C15B,V15B,23.2,1.4,
C15B,V15C,3.6,0.6,
C15B,V16A,78.4,1.3,
C15B,V16B,16.6,1.2,
C15B,V16C,5,0.6,
C15B,V17A,1.2,0.3,
C15B,V17B,8.1,0.8,
C15B,V17C,21.5,1.2,
C15B,V17D,37.8,1.6,
C15B,V17E,31.4,1.6,
C15B,V18A,97.4,0.6,
C15B,V18B,2.6,0.6,
C15C,V00T,12.9,0.9,
C15C,V01A,16.6,2.3,
C15C,V01B,21.7,3,
C15C,V01C,33.3,2.9,
C15C,V01D,16.1,2.6,
C15C,V01E,12.4,1.9,
C15C,V01M,7.7,0.1,
C15C,V02A,12.4,2.1,
C15C,V02B,16.9,2.6,
C15C,V02C,32.5,3.2,
C15C,V02D,18.8,2.4,
C15C,V02E,19.4,2.6,
C15C,V02M,8,0.1,
C15C,V03A,18.6,2.6,
C15C,V03B,24.4,2.8,
C15C,V03C,34.2,3.1,
C15C,V03D,12.4,2.4,
C15C,V03E,10.4,2.4,
C15C,V03M,7.6,0.1,
C15C,V04A,4,1.3,*
C15C,V04B,24.3,2.7,
C15C,V04C,46.4,3.4,
C15C,V04D,25.3,2.9,
C15C,V05A,15.7,2.7,
C15C,V05B,41.4,3.1,
C15C,V05C,30.2,2.7,
C15C,V05D,12.8,2.3,
C15C,V06A,2.1,1,*
C15C,V06B,3.7,1.1,*
C15C,V06C,15,2.5,
C15C,V06D,40.3,3.2,
C15C,V06E,38.9,3.5,
C15C,V06M,7.8,0.1,
C15C,V07A,59.2,3.4,
C15C,V07B,14.9,2.2,
C15C,V07C,13.6,2.7,
C15C,V07D,8.9,2.2,
C15C,V07E,3.4,1.2,*
C15C,V07M,2.6,0.2,
C15C,V08A,20.9,3,
C15C,V09A,55.1,3.1,
C15C,V09B,25.1,2.9,
C15C,V09C,16.8,2.5,
C15C,V09D,3,1.2,*
C15C,V10A,6.2,1.9,*
C15C,V10B,25.4,3.2,
C15C,V10C,56.8,4.2,
C15C,V10D,11.6,2.8,
C15C,V10M,6.9,0.1,
C15C,V11A,8.9,1.8,
C15C,V11B,21.3,2.9,
C15C,V11C,46,3.4,
C15C,V11D,23.8,3.3,
C15C,V11M,7.1,0.1,
C15C,V12A,18.5,2.6,
C15C,V12B,34.7,4,
C15C,V12C,35,3.7,
C15C,V12D,11.8,2.8,
C15C,V12M,6.1,0.2,
C15C,V13A,5.4,1.8,*
C15C,V13B,11.5,2.5,
C15C,V13C,41.8,3.8,
C15C,V13D,41.3,3.4,
C15C,V13M,7.9,0.1,
C15C,V14A,48.7,3.7,
C15C,V14B,31.5,3.2,
C15C,V14C,17.1,3.1,
C15C,V14D,2.8,1.4,*
C15C,V14M,4.5,0.2,
C15C,V15A,67,3.5,
C15C,V15B,28.3,3.5,
C15C,V15C,4.8,1.9,*
C15C,V16A,76.8,2.8,
C15C,V16B,17,2.6,
C15C,V16C,6.2,1.5,
C15C,V17A,2.1,1,*
C15C,V17B,9.4,2.2,
C15C,V17C,25.1,3.1,
C15C,V17D,38.1,3.4,
C15C,V17E,25.3,2.8,
C15C,V18A,97.2,1.1,
C15C,V18B,2.8,1.1,*
C15D,V00T,6.2,0.7,
C15D,V01A,18.4,3.8,
C15D,V01B,16.1,3.5,
C15D,V01C,36.5,5.2,
C15D,V01D,15.3,4,
C15D,V01E,13.7,3.6,
C15D,V01M,7.6,0.2,
C15D,V02A,10.1,3.3,*
C15D,V02B,17.7,4.3,
C15D,V02C,32.3,4.4,
C15D,V02D,16.1,3.9,
C15D,V02E,23.8,4.2,
C15D,V02M,8.1,0.2,
C15D,V03A,17.6,4.1,
C15D,V03B,22.5,4.4,
C15D,V03C,33.8,5.6,
C15D,V03D,14.1,3.1,
C15D,V03E,12,3.1,
C15D,V03M,7.6,0.2,
C15D,V04A,7.8,3.5,*
C15D,V04B,24.5,4.6,
C15D,V04C,45.8,5.2,
C15D,V04D,22,3.4,
C15D,V05A,16.1,3.8,
C15D,V05B,40.8,5.5,
C15D,V05C,27.7,3.5,
C15D,V05D,15.4,3.7,
C15D,V06A,3.2,1.8,**
C15D,V06B,3.6,2,**
C15D,V06C,16.6,4.1,
C15D,V06D,39.2,4.9,
C15D,V06E,37.4,5.3,
C15D,V06M,7.6,0.3,
C15D,V07A,57.4,4.7,
C15D,V07B,15,4,
C15D,V07C,12.6,2.8,
C15D,V07D,11.6,3,
C15D,V07E,3.5,1.6,*
C15D,V07M,2.7,0.3,
C15D,V08A,19.6,3.6,
C15D,V09A,52.8,5,
C15D,V09B,26.5,4.3,
C15D,V09C,15.6,4.2,
C15D,V09D,5.1,2.1,*
C15D,V10A,8,2.5,*
C15D,V10B,24.5,4.6,
C15D,V10C,56.2,5.1,
C15D,V10D,11.3,3.1,
C15D,V10M,6.8,0.2,
C15D,V11A,6.8,2.3,*
C15D,V11B,22.5,4.2,
C15D,V11C,48.9,5,
C15D,V11D,21.9,4.3,
C15D,V11M,7.2,0.2,
C15D,V12A,18.2,3.4,
C15D,V12B,31.9,5,
C15D,V12C,39.9,4.4,
C15D,V12D,10,3.1,*
C15D,V12M,6.2,0.2,
C15D,V13A,6.9,2.3,*
C15D,V13B,12,2.6,
C15D,V13C,42.5,5.2,
C15D,V13D,38.7,5,
C15D,V13M,7.7,0.2,
C15D,V14A,39.6,4.7,
C15D,V14B,36.1,5.4,
C15D,V14C,20.7,4.2,
C15D,V14D,3.6,1.8,**
C15D,V14M,4.7,0.2,
C15D,V15A,68.5,4.4,
C15D,V15B,26.8,4.1,
C15D,V15C,4.7,1.8,*
C15D,V16A,77.2,3.8,
C15D,V16B,17.4,3.5,
