CACode,VaCode,Estimate,ASE,Flag
C07C,V11D,46.8,4.3,
C07C,V11M,8.2,0.1,
C07C,V12A,3.5,1.8,**
C07C,V12B,17,3.9,
C07C,V12C,41.3,4.9,
C07C,V12D,38.3,4.6,
C07C,V12M,7.9,0.2,
C07C,V13A,2.1,1.3,**
C07C,V13B,9.8,2.8,
C07C,V13C,32.9,4.6,
C07C,V13D,55.1,4.7,
C07C,V13M,8.5,0.1,
C07C,V14A,15.8,4.4,
C07C,V14B,29.9,4.1,
C07C,V14C,36.6,4.9,
C07C,V14D,17.7,4.3,
C07C,V14M,6.5,0.3,
C07C,V15A,69.1,4.3,
C07C,V15B,25,3.7,
C07C,V15C,5.9,3,*
C07C,V16A,65.9,5,
C07C,V16B,24.5,4.3,
C07C,V16C,9.6,3.2,*
C07C,V17A,2.3,1.4,**
C07C,V17B,7.8,2.8,*
C07C,V17C,26.8,3.9,
C07C,V17D,41.8,4.3,
C07C,V17E,21.3,4.3,
C07C,V18A,95.3,2,
C07C,V18B,4.7,2,*
C08A,V00T,4.3,0.3,
C08A,V01A,28.6,3.3,
C08A,V01B,22.2,2.8,
C08A,V01C,29.6,3.4,
C08A,V01D,7.1,1.5,
C08A,V01E,12.5,2.4,
C08A,V01M,7.2,0.1,
C08A,V02A,15.9,3.1,
C08A,V02B,15.7,2.7,
C08A,V02C,31.7,3.4,
C08A,V02D,13.3,2.4,
C08A,V02E,23.3,3,
C08A,V02M,8,0.1,
C08A,V03A,25.7,3.3,
C08A,V03B,24.5,3.3,
C08A,V03C,26.4,3,
C08A,V03D,10.8,2.3,
C08A,V03E,12.6,2.4,
C08A,V03M,7.4,0.1,
C08A,V04A,17.9,2.7,
C08A,V04B,44.9,4.1,
C08A,V04C,29.7,3.8,
C08A,V04D,7.4,1.8,
C08A,V05A,15.7,2.4,
C08A,V05B,30.3,3.2,
C08A,V05C,33.7,3.4,
C08A,V05D,20.3,3.8,
C08A,V06A,3.9,1.5,*
C08A,V06B,5,1.5,*
C08A,V06C,19.3,2.7,
C08A,V06D,37.2,3.2,
C08A,V06E,34.6,3.3,
C08A,V06M,7.4,0.2,
C08A,V07A,52.4,3.3,
C08A,V07B,11.8,2.4,
C08A,V07C,16.3,2.7,
C08A,V07D,13.8,2.6,
C08A,V07E,5.7,1.7,*
C08A,V07M,3.1,0.2,
C08A,V08A,31.2,3.6,
C08A,V09A,40.6,3.7,
C08A,V09B,27.6,3.2,
C08A,V09C,22.3,3,
C08A,V09D,9.5,2.2,
C08A,V10A,17.7,3.3,
C08A,V10B,37.6,3.7,
C08A,V10C,37.5,3.6,
C08A,V10D,7.2,2,
C08A,V10M,5.9,0.2,
C08A,V11A,15.7,3,
C08A,V11B,28,3.5,
C08A,V11C,37.8,3.7,
C08A,V11D,18.5,3,
C08A,V11M,6.5,0.2,
C08A,V12A,21.3,3.3,
C08A,V12B,32.4,3.5,
C08A,V12C,34.7,3.5,
C08A,V12D,11.5,2.4,
C08A,V12M,6,0.2,
C08A,V13A,10.5,2.5,
C08A,V13B,17.3,2.9,
C08A,V13C,38.9,4,
C08A,V13D,33.3,3,
C08A,V13M,7.3,0.2,
C08A,V14A,50.1,4,
C08A,V14B,32.9,3.9,
C08A,V14C,14.5,2.9,
C08A,V14D,2.5,1.3,*
C08A,V14M,4.1,0.2,
C08A,V15A,55.4,3.6,
C08A,V15B,33.4,3.7,
C08A,V15C,11.2,2.5,
C08A,V16A,61.6,3.6,
C08A,V16B,23.5,3.1,
C08A,V16C,14.9,2.4,
C08A,V17A,7.4,1.8,
C08A,V17B,23.8,3.2,
C08A,V17C,34.4,3.5,
C08A,V17D,24.8,3,
C08A,V17E,9.5,1.9,
C08A,V18A,76.4,3.5,
C08A,V18B,23.6,3.5,
C08B,V00T,12.6,0.6,
C08B,V01A,12.8,1.8,
C08B,V01B,17,2.1,
C08B,V01C,34.4,2.6,
C08B,V01D,16.4,2,
C08B,V01E,19.4,2.1,
C08B,V01M,8,0.1,
C08B,V02A,7.5,1.4,
C08B,V02B,13.6,1.7,
C08B,V02C,31.7,2.2,
C08B,V02D,18.8,1.9,
C08B,V02E,28.4,2.3,
C08B,V02M,8.4,0.1,
C08B,V03A,12.4,1.8,
C08B,V03B,20.7,2.3,
C08B,V03C,31.8,2.6,
C08B,V03D,17.9,2,
C08B,V03E,17.2,2.1,
C08B,V03M,8,0.1,
C08B,V04A,5.9,1.4,
C08B,V04B,28.4,2.8,
C08B,V04C,46.2,2.7,
C08B,V04D,19.5,2.3,
C08B,V05A,20.2,2.5,
C08B,V05B,41.6,2.8,
C08B,V05C,28.1,2.6,
C08B,V05D,10.1,1.6,
C08B,V06A,1.5,0.6,*
C08B,V06B,3,1,*
C08B,V06C,12.8,1.8,
C08B,V06D,40.9,2.7,
C08B,V06E,41.9,2.4,
C08B,V06M,8,0.1,
C08B,V07A,56.9,2.8,
C08B,V07B,13.5,1.9,
C08B,V07C,14.1,1.9,
C08B,V07D,12.1,1.9,
C08B,V07E,3.4,0.9,
C08B,V07M,2.8,0.2,
C08B,V08A,17.4,2,
C08B,V09A,57.2,2.9,
C08B,V09B,24.4,2.4,
C08B,V09C,15.4,2,
C08B,V09D,3,0.8,
C08B,V10A,5.3,1.2,
C08B,V10B,27,2.5,
C08B,V10C,55.1,2.7,
C08B,V10D,12.6,1.8,
C08B,V10M,6.9,0.1,
C08B,V11A,8.6,1.6,
C08B,V11B,20.2,2.2,
C08B,V11C,46.7,2.4,
C08B,V11D,24.5,2.1,
C08B,V11M,7.2,0.1,
C08B,V12A,12.9,1.7,
C08B,V12B,29,2.6,
C08B,V12C,41.4,2.6,
C08B,V12D,16.7,1.8,
C08B,V12M,6.6,0.1,
C08B,V13A,3,1.1,*
C08B,V13B,10.5,1.6,
C08B,V13C,38.2,2.8,
C08B,V13D,48.3,2.7,
C08B,V13M,8.2,0.1,
C08B,V14A,38.5,2.5,
C08B,V14B,38,2.5,
C08B,V14C,18.9,2.2,
C08B,V14D,4.6,1.2,
C08B,V14M,4.8,0.1,
C08B,V15A,65.2,2.8,
C08B,V15B,30.5,2.7,
C08B,V15C,4.2,1.2,
C08B,V16A,74.5,2.5,
C08B,V16B,19.3,2.2,
C08B,V16C,6.2,1.2,
C08B,V17A,2.3,0.8,*
C08B,V17B,11.5,1.9,
C08B,V17C,22.3,2.5,
C08B,V17D,35.2,2.5,
C08B,V17E,28.7,2.7,
C08B,V18A,94.8,1.2,
C08B,V18B,5.2,1.2,
C08C,V00T,13.7,0.6,
C08C,V01A,12,1.6,
C08C,V01B,19.8,2.2,
C08C,V01C,37.2,2.4,
C08C,V01D,15.5,2.1,
C08C,V01E,15.4,2.1,
C08C,V01M,7.9,0.1,
C08C,V02A,8.7,1.6,
C08C,V02B,16.7,2,
C08C,V02C,34,2.5,
C08C,V02D,19.7,2.2,
C08C,V02E,20.9,2.3,
C08C,V02M,8.2,0.1,
C08C,V03A,13,2,
C08C,V03B,19.6,2.2,
C08C,V03C,36.8,2.8,
C08C,V03D,16.7,2.3,
C08C,V03E,13.9,2.3,
C08C,V03M,7.9,0.1,
C08C,V04A,6.9,1.5,
C08C,V04B,24.9,2.3,
C08C,V04C,45.7,3,
C08C,V04D,22.6,2.1,
C08C,V05A,20.2,2.5,
C08C,V05B,41.3,3.2,
C08C,V05C,28.8,3,
C08C,V05D,9.7,1.7,
C08C,V06A,1.4,0.8,**
C08C,V06B,2.6,1,*
C08C,V06C,12.5,1.7,
C08C,V06D,44.6,2.3,
C08C,V06E,38.9,2.7,
C08C,V06M,7.9,0.1,
C08C,V07A,63.2,2.6,
C08C,V07B,12,1.9,
C08C,V07C,13.6,2.5,
C08C,V07D,9.1,1.8,
C08C,V07E,2.1,0.8,*
C08C,V07M,2.4,0.1,
C08C,V08A,18.5,2.1,
C08C,V09A,68.1,2.4,
C08C,V09B,18.9,2.3,
C08C,V09C,11.4,1.7,
C08C,V09D,1.7,0.8,*
C08C,V10A,7,1.4,
C08C,V10B,25.3,2.5,
C08C,V10C,55.1,3,
C08C,V10D,12.6,1.7,
C08C,V10M,6.9,0.1,
C08C,V11A,6.9,1.3,
C08C,V11B,19.6,2.6,
C08C,V11C,47.5,3.1,
C08C,V11D,26.1,2.7,
C08C,V11M,7.3,0.1,
C08C,V12A,21.6,2.8,
C08C,V12B,33,2.2,
C08C,V12C,33.4,2.9,
C08C,V12D,12,1.7,
C08C,V12M,6,0.1,
C08C,V13A,5.6,1.2,
C08C,V13B,13,2.2,
C08C,V13C,41.6,2.7,
C08C,V13D,39.9,2.6,
C08C,V13M,7.8,0.1,
C08C,V14A,42.5,3.5,
C08C,V14B,32.9,3,
C08C,V14C,20,2.4,
C08C,V14D,4.6,1.1,
C08C,V14M,4.7,0.2,
C08C,V15A,70.2,2.8,
C08C,V15B,25.7,2.6,
C08C,V15C,4.1,1.1,
C08C,V16A,78.8,2.5,
C08C,V16B,16.2,2.1,
C08C,V16C,5,1,
C08C,V17A,1.5,0.8,**
C08C,V17B,8.1,1.5,
C08C,V17C,20.3,2.2,
C08C,V17D,37.8,2.7,
C08C,V17E,32.3,3,
C08C,V18A,95,1.3,
C08C,V18B,5,1.3,
C08D,V00T,34.6,0.6,
C08D,V01A,16,1.3,
C08D,V01B,15.7,1.5,
C08D,V01C,32.9,1.8,
C08D,V01D,16.7,1.6,
C08D,V01E,18.6,1.4,
C08D,V01M,7.9,0.1,
C08D,V02A,12.1,1.4,
C08D,V02B,14.3,1.3,
C08D,V02C,29.7,1.7,
C08D,V02D,18.8,1.4,
C08D,V02E,25.1,1.5,
C08D,V02M,8.2,0.1,
C08D,V03A,17,1.5,
C08D,V03B,20.1,1.2,
C08D,V03C,32.9,1.7,
C08D,V03D,14.7,1.2,
C08D,V03E,15.3,1.4,
C08D,V03M,7.8,0.1,
C08D,V04A,6.8,0.9,
C08D,V04B,22.7,1.6,
C08D,V04C,48.1,1.7,
C08D,V04D,22.4,1.7,
C08D,V05A,17.8,1.5,
C08D,V05B,39.3,1.7,
C08D,V05C,29.3,1.7,
C08D,V05D,13.5,1.3,
C08D,V06A,2.4,0.7,
C08D,V06B,3.7,0.8,
C08D,V06C,13,1.2,
C08D,V06D,37.5,1.9,
C08D,V06E,43.4,2,
C08D,V06M,7.9,0.1,
C08D,V07A,58.5,1.6,
C08D,V07B,13,1.2,
C08D,V07C,14.1,1.2,
C08D,V07D,11.1,1.2,
C08D,V07E,3.3,0.6,
C08D,V07M,2.6,0.1,
C08D,V08A,20,1.3,
C08D,V09A,51.9,1.9,
C08D,V09B,25.9,1.8,
C08D,V09C,18.7,1.4,
C08D,V09D,3.5,0.7,
C08D,V10A,6.4,0.8,
C08D,V10B,26.4,1.5,
C08D,V10C,53.6,1.6,
C08D,V10D,13.6,1.4,
C08D,V10M,6.9,0.1,
C08D,V11A,9.1,1.1,
C08D,V11B,21.5,1.5,
C08D,V11C,44.4,1.9,
C08D,V11D,25,1.9,
C08D,V11M,7.2,0.1,
C08D,V12A,14.6,1.3,
C08D,V12B,32.7,1.7,
C08D,V12C,38.5,1.9,
C08D,V12D,14.3,1.4,
C08D,V12M,6.4,0.1,
C08D,V13A,4.4,0.7,
C08D,V13B,10.6,0.9,
C08D,V13C,40,1.7,
C08D,V13D,44.9,1.9,
C08D,V13M,8,0.1,
C08D,V14A,37.6,1.9,
C08D,V14B,37.8,1.8,
C08D,V14C,21.2,1.5,
C08D,V14D,3.5,0.6,
C08D,V14M,4.9,0.1,
C08D,V15A,75.2,1.7,
C08D,V15B,20.5,1.6,
C08D,V15C,4.3,0.8,
C08D,V16A,78.8,1.5,
C08D,V16B,15.4,1.4,
C08D,V16C,5.8,0.9,
C08D,V17A,2,0.4,
C08D,V17B,11.7,1.2,
C08D,V17C,25,1.7,
C08D,V17D,35.4,1.9,
C08D,V17E,25.9,1.8,
C08D,V18A,95.9,0.7,
C08D,V18B,4.1,0.7,
C08E,V00T,34.8,0.6,
C08E,V01A,17,1.3,
C08E,V01B,18.3,1.6,
C08E,V01C,32.9,1.9,
C08E,V01D,17.1,1.4,
C08E,V01E,14.7,1.5,
C08E,V01M,7.8,0.1,
C08E,V02A,13.1,1.3,
C08E,V02B,18.1,1.7,
C08E,V02C,31.4,1.8,
C08E,V02D,18,1.7,
C08E,V02E,19.3,1.6,
C08E,V02M,8,0.1,
C08E,V03A,17.3,1.5,
C08E,V03B,22.2,1.6,
C08E,V03C,32.1,2,
C08E,V03D,15.7,1.3,
C08E,V03E,12.7,1.4,
C08E,V03M,7.7,0.1,
C08E,V04A,6.8,0.9,
C08E,V04B,21.5,1.5,
C08E,V04C,47,2,
C08E,V04D,24.7,1.7,
C08E,V05A,17.9,1.8,
C08E,V05B,38.1,1.9,
C08E,V05C,28.6,1.8,
C08E,V05D,15.4,1.6,
C08E,V06A,1.8,0.5,
C08E,V06B,3.8,0.7,
C08E,V06C,13,1.3,
C08E,V06D,42.2,1.7,
C08E,V06E,39.1,1.7,
C08E,V06M,7.8,0.1,
C08E,V07A,63.3,2,
C08E,V07B,11.6,1,
C08E,V07C,14.1,1.4,
C08E,V07D,8.6,1,
C08E,V07E,2.5,0.6,
C08E,V07M,2.4,0.1,
C08E,V08A,15.8,1.4,
C08E,V09A,58,1.7,
C08E,V09B,23.3,1.6,
C08E,V09C,15,1.6,
C08E,V09D,3.6,0.6,
C08E,V10A,7.6,1,
C08E,V10B,25.6,1.7,
C08E,V10C,53.2,2,
C08E,V10D,13.5,1.5,
C08E,V10M,6.9,0.1,
C08E,V11A,7.9,0.9,
C08E,V11B,17.8,1.4,
C08E,V11C,46,1.9,
C08E,V11D,28.3,1.8,
C08E,V11M,7.4,0.1,
C08E,V12A,19.2,1.4,
C08E,V12B,32.4,1.8,
C08E,V12C,35.7,1.7,
C08E,V12D,12.7,1.4,
C08E,V12M,6.1,0.1,
C08E,V13A,5.7,0.8,
C08E,V13B,12.8,1.1,
C08E,V13C,40.2,2.3,
C08E,V13D,41.3,2.1,
C08E,V13M,7.8,0.1,
C08E,V14A,39.9,2.3,
C08E,V14B,35.2,2.1,
C08E,V14C,20.5,1.8,
C08E,V14D,4.5,0.9,
C08E,V14M,4.8,0.1,
C08E,V15A,77.1,1.6,
C08E,V15B,19.2,1.4,
C08E,V15C,3.7,0.7,
C08E,V16A,79.4,1.6,
C08E,V16B,15.7,1.4,
C08E,V16C,4.9,1,
C08E,V17A,1.6,0.5,
C08E,V17B,9.5,1.1,
C08E,V17C,24.5,1.7,
C08E,V17D,36.6,1.9,
C08E,V17E,27.8,1.6,
C08E,V18A,96,0.8,
C08E,V18B,4,0.8,
C09A,V00T,15.9,0.7,
C09A,V02A,47.6,2.8,
C09A,V02B,20.2,2,
C09A,V02C,20.6,2.4,
C09A,V02D,4.6,1.1,
C09A,V02E,6.9,1.4,
C09A,V02M,6.5,0.1,
C09A,V03A,41.7,2.8,
C09A,V03B,25.1,2.4,
C09A,V03C,20.8,2.5,
C09A,V03D,6.3,1.3,
C09A,V03E,6.1,1.3,
C09A,V03M,6.7,0.1,
C09A,V04A,19.4,2,
C09A,V04B,34.9,2.6,
C09A,V04C,35.4,2.9,
C09A,V04D,10.3,1.8,
C09A,V05A,8.5,1.4,
C09A,V05B,22.6,2.1,
C09A,V05C,35.3,2.8,
C09A,V05D,33.6,2.9,
C09A,V06A,7.3,1.5,
C09A,V06B,13.1,1.9,
C09A,V06C,33.2,2.3,
C09A,V06D,35.6,2.2,
C09A,V06E,10.8,1.8,
C09A,V06M,6,0.1,
C09A,V07A,32.4,2.3,
C09A,V07B,17.7,1.9,
C09A,V07C,25.6,2.4,
C09A,V07D,17.6,1.9,
C09A,V07E,6.7,1.3,
C09A,V07M,4.1,0.1,
C09A,V08A,32,2.4,
C09A,V09A,33,2.8,
C09A,V09B,23.8,2.1,
C09A,V09C,30.8,2.7,
C09A,V09D,12.4,1.6,
C09A,V10A,18.2,1.9,
C09A,V10B,35.1,2.4,
C09A,V10C,38.9,2.4,
C09A,V10D,7.7,1.4,
C09A,V10M,6,0.1,
C09A,V11A,19.1,2.1,
C09A,V11B,27.8,2.7,
C09A,V11C,36,2.6,
C09A,V11D,17.1,2.1,
C09A,V11M,6.3,0.1,
C09A,V12A,28,2,
C09A,V12B,32.8,2.5,
C09A,V12C,29.6,2.3,
C09A,V12D,9.6,1.5,
C09A,V12M,5.5,0.1,
C09A,V13A,13.7,1.7,
C09A,V13B,19.9,2.2,
C09A,V13C,37.4,2.7,
C09A,V13D,29.1,2.6,
C09A,V13M,7,0.1,
C09A,V14A,49.2,3.2,
C09A,V14B,32.9,2.7,
C09A,V14C,15.5,2,
C09A,V14D,2.5,0.9,*
C09A,V14M,4.2,0.1,
C09A,V15A,62.4,2.9,
C09A,V15B,29.5,2.9,
C09A,V15C,8.1,1.4,
C09A,V16A,66.1,2.4,
C09A,V16B,21.9,2.2,
C09A,V16C,12,1.5,
C09A,V17A,7.3,1.2,
C09A,V17B,26.3,2.3,
C09A,V17C,37.2,2.6,
C09A,V17D,22.7,2.1,
C09A,V17E,6.4,1.4,
C09A,V18A,88.3,1.7,
C09A,V18B,11.7,1.7,
C09B,V00T,17.6,0.9,
C09B,V02A,10.5,1.5,
C09B,V02B,38.7,2.6,
C09B,V02C,32.2,2.2,
C09B,V02D,10.6,1.4,
C09B,V02E,7.9,1.4,
C09B,V02M,7.6,0.1,
C09B,V03A,21.6,2,
C09B,V03B,32.2,2.1,
C09B,V03C,33.1,2.2,
C09B,V03D,8.5,1.5,
C09B,V03E,4.5,1.3,
C09B,V03M,7.3,0.1,
C09B,V04A,6.4,1.2,
C09B,V04B,29.7,2.3,
C09B,V04C,45.2,2.9,
C09B,V04D,18.6,2.1,
C09B,V05A,12.4,1.9,
C09B,V05B,36.7,2.3,
C09B,V05C,36.3,2.1,
C09B,V05D,14.6,1.6,
C09B,V06A,0.8,0.3,*
C09B,V06B,3.9,1.1,
C09B,V06C,20.8,2.3,
C09B,V06D,56.2,2.4,
C09B,V06E,18.3,2.2,
C09B,V06M,7.3,0.1,
C09B,V07A,47.1,2.5,
C09B,V07B,19.1,2.2,
C09B,V07C,20.1,2.2,
C09B,V07D,11.7,1.7,
C09B,V07E,2,0.6,*
C09B,V07M,3.1,0.1,
C09B,V08A,21.4,1.9,
C09B,V09A,45.5,2.3,
C09B,V09B,29.7,2.1,
C09B,V09C,22,1.8,
C09B,V09D,2.8,0.7,
C09B,V10A,7,1.3,
C09B,V10B,31.6,2.6,
C09B,V10C,53.6,2.5,
C09B,V10D,7.8,1.4,
C09B,V10M,6.7,0.1,
C09B,V11A,8.3,1.3,
C09B,V11B,24.5,2.3,
C09B,V11C,50.1,2.9,
C09B,V11D,17.2,1.9,
C09B,V11M,7,0.1,
C09B,V12A,17.2,1.9,
C09B,V12B,35.1,2.7,
C09B,V12C,39.7,2.5,
C09B,V12D,8,1.3,
C09B,V12M,6.1,0.1,
C09B,V13A,4.5,1,
C09B,V13B,15.5,1.9,
C09B,V13C,46.6,2.8,
C09B,V13D,33.4,2.6,
C09B,V13M,7.7,0.1,
C09B,V14A,42.2,2.7,
C09B,V14B,36.8,2.5,
C09B,V14C,18.7,2.2,
C09B,V14D,2.3,0.7,*
C09B,V14M,4.7,0.1,
C09B,V15A,66.1,2.5,
C09B,V15B,28.6,2.2,
C09B,V15C,5.3,1.2,
C09B,V16A,71.6,2.5,
C09B,V16B,21.9,2.2,
C09B,V16C,6.5,1.4,
C09B,V17A,2.3,0.7,
C09B,V17B,14.4,2,
C09B,V17C,30.9,2.6,
C09B,V17D,36.3,2.8,
C09B,V17E,16.1,1.8,
C09B,V18A,94.3,1.1,
C09B,V18B,5.7,1.1,
C09C,V00T,33.5,1,
C09C,V02A,4.6,0.8,
C09C,V02B,13.3,1.4,
C09C,V02C,50.7,1.9,
C09C,V02D,18.5,1.6,
C09C,V02E,12.9,1.2,
C09C,V02M,8.2,0,
C09C,V03A,11.4,1.1,
C09C,V03B,22.3,1.7,
C09C,V03C,42.5,1.6,
C09C,V03D,15.8,1.2,
C09C,V03E,8,1.2,
C09C,V03M,7.8,0,
C09C,V04A,4.9,0.8,
C09C,V04B,22,1.6,
C09C,V04C,49.9,1.8,
C09C,V04D,23.2,1.5,
C09C,V05A,16.9,1.5,
C09C,V05B,45.1,1.8,
C09C,V05C,27.9,1.8,
C09C,V05D,10.2,0.9,
C09C,V06A,1.3,0.5,*
C09C,V06B,1.4,0.4,*
C09C,V06C,9.3,1,
C09C,V06D,51.3,1.6,
C09C,V06E,36.6,1.6,
C09C,V06M,8,0.1,
C09C,V07A,63.5,2,
C09C,V07B,12.6,1.3,
C09C,V07C,12.4,1.2,
C09C,V07D,9.5,1.2,
C09C,V07E,1.9,0.5,
C09C,V07M,2.4,0.1,
C09C,V08A,16.6,1.3,
C09C,V09A,57.8,1.9,
C09C,V09B,27.1,1.7,
C09C,V09C,13.3,1.4,
C09C,V09D,1.7,0.6,*
C09C,V10A,4.3,0.7,
C09C,V10B,25.4,1.5,
C09C,V10C,59.9,1.7,
C09C,V10D,10.5,1.2,
C09C,V10M,6.9,0.1,
C09C,V11A,6.4,0.9,
C09C,V11B,19,1.4,
C09C,V11C,50.9,1.7,
C09C,V11D,23.7,1.4,
C09C,V11M,7.3,0.1,
C09C,V12A,15.3,1.4,
C09C,V12B,32.7,1.8,
C09C,V12C,40.5,1.7,
C09C,V12D,11.5,1.3,
C09C,V12M,6.3,0.1,
C09C,V13A,3.2,0.7,
C09C,V13B,10.4,1.1,
C09C,V13C,46.2,2.2,
C09C,V13D,40.2,2.1,
C09C,V13M,8,0.1,
C09C,V14A,37.1,2.1,
C09C,V14B,39,1.7,
C09C,V14C,20.8,1.5,
C09C,V14D,3,0.6,
C09C,V14M,4.9,0.1,
C09C,V15A,74.5,2,
C09C,V15B,21.9,1.9,
C09C,V15C,3.6,0.7,
C09C,V16A,79.6,1.6,
C09C,V16B,15.8,1.4,
C09C,V16C,4.6,0.8,
C09C,V17A,0.9,0.4,*
C09C,V17B,7.9,0.9,
C09C,V17C,22.8,1.5,
C09C,V17D,40.6,2,
C09C,V17E,27.8,1.8,
C09C,V18A,96.4,0.7,
C09C,V18B,3.6,0.7,
C09D,V00T,16.2,0.8,
C09D,V02A,2.1,1,*
C09D,V02B,5.9,1.3,
C09D,V02C,20.3,1.9,
C09D,V02D,47.9,2.8,
C09D,V02E,23.7,2.3,
C09D,V02M,8.8,0.1,
C09D,V03A,7.1,1.5,
C09D,V03B,14,1.8,
C09D,V03C,34.8,2.5,
C09D,V03D,28.5,2.4,
C09D,V03E,15.6,2.1,
C09D,V03M,8.3,0.1,
C09D,V04A,3.7,1.2,*
C09D,V04B,17.9,2.2,
C09D,V04C,46.7,2.9,
C09D,V04D,31.8,3.1,
C09D,V05A,24,2.4,
C09D,V05B,45,2.4,
C09D,V05C,24.8,2.4,
C09D,V05D,6.2,1.6,
C09D,V06A,0.6,0.4,**
C09D,V06B,1.2,0.6,*
C09D,V06C,3.8,1.1,
C09D,V06D,31.1,2.6,
C09D,V06E,63.2,2.9,
C09D,V06M,8.6,0.1,
C09D,V07A,74.1,2.5,
C09D,V07B,8.3,1.5,
C09D,V07C,9.1,1.6,
C09D,V07D,6.3,1.2,
C09D,V07E,2.2,0.7,*
C09D,V07M,1.8,0.1,
C09D,V08A,13.6,1.8,
C09D,V09A,68.8,2.9,
C09D,V09B,21.6,2.5,
C09D,V09C,9,1.8,
C09D,V09D,0.6,0.3,**
C09D,V10A,4.2,1,
C09D,V10B,21,2.3,
C09D,V10C,57.8,2.8,
C09D,V10D,17,2.3,
C09D,V10M,7.2,0.1,
C09D,V11A,5,1.2,
C09D,V11B,14,1.7,
C09D,V11C,47.5,2.6,
C09D,V11D,33.6,2.6,
C09D,V11M,7.7,0.1,
C09D,V12A,12.2,1.6,
C09D,V12B,30.4,2.9,
C09D,V12C,39.2,3,
C09D,V12D,18.2,2.1,
C09D,V12M,6.6,0.1,
C09D,V13A,2,0.7,*
C09D,V13B,7.3,1.3,
C09D,V13C,37.2,3.2,
C09D,V13D,53.5,3.2,
C09D,V13M,8.3,0.1,
C09D,V14A,34.7,2.6,
C09D,V14B,36,2.8,
C09D,V14C,23.9,2.1,
C09D,V14D,5.4,1.3,
C09D,V14M,5.1,0.1,
C09D,V15A,79.9,2.1,
C09D,V15B,17.6,1.8,
C09D,V15C,2.6,1,*
C09D,V16A,83.7,2.2,
C09D,V16B,12.2,1.7,
C09D,V16C,4.2,1.5,*
C09D,V17A,1,0.7,**
C09D,V17B,4.9,1.5,
C09D,V17C,16,2,
C09D,V17D,38.5,2.8,
C09D,V17E,39.7,2.8,
C09D,V18A,97.3,0.9,
C09D,V18B,2.7,0.9,*
C09E,V00T,16.6,0.8,
C09E,V02A,1.7,0.6,*
C09E,V02B,2.5,0.9,*
C09E,V02C,11.4,1.8,
C09E,V02D,11,1.5,
C09E,V02E,73.3,2.3,
C09E,V02M,9.5,0.1,
C09E,V03A,6.1,1.3,
C09E,V03B,9.4,1.4,
C09E,V03C,21.7,2.3,
C09E,V03D,18.7,2.3,
C09E,V03E,44.1,3,
C09E,V03M,8.8,0.1,
C09E,V04A,4.2,1,
C09E,V04B,19.1,2.1,
C09E,V04C,50.5,3,
C09E,V04D,26.2,2.4,
C09E,V05A,31.9,2.4,
C09E,V05B,39.5,2.6,
C09E,V05C,21.7,2.2,
C09E,V05D,6.9,1.4,
C09E,V06A,0.9,0.4,*
C09E,V06B,0.7,0.5,**
C09E,V06C,3,0.9,
C09E,V06D,16.1,2.2,
C09E,V06E,79.3,2.3,
C09E,V06M,9.2,0.1,
C09E,V07A,81,2,
C09E,V07B,3.6,1,
C09E,V07C,5.4,1,
C09E,V07D,6.6,1.4,
C09E,V07E,3.3,0.9,
C09E,V07M,1.4,0.1,
C09E,V08A,11.3,1.5,
C09E,V09A,75.5,2.2,
C09E,V09B,13.7,2,
C09E,V09C,8.8,1.6,
C09E,V09D,2,0.7,*
C09E,V10A,6,1.2,
C09E,V10B,20.7,2.4,
C09E,V10C,48.3,3,
C09E,V10D,24.9,2.6,
C09E,V10M,7.3,0.1,
C09E,V11A,6.8,1.5,
C09E,V11B,15.9,1.8,
C09E,V11C,36.4,2.4,
C09E,V11D,40.8,2.8,
C09E,V11M,7.8,0.1,
C09E,V12A,15.6,2.2,
C09E,V12B,29,2.5,
C09E,V12C,32.4,2.4,
C09E,V12D,23.1,2.5,
C09E,V12M,6.6,0.2,
C09E,V13A,4.2,1,
C09E,V13B,8.2,1.2,
C09E,V13C,26.1,2.2,
C09E,V13D,61.5,2.3,
C09E,V13M,8.5,0.1,
C09E,V14A,38,2.6,
C09E,V14B,32.1,2.4,
C09E,V14C,21.5,2.2,
C09E,V14D,8.4,1.6,
C09E,V14M,4.9,0.2,
C09E,V15A,80.9,1.9,
C09E,V15B,16,1.8,
C09E,V15C,3.1,1,*
C09E,V16A,85.7,1.7,
C09E,V16B,10.8,1.6,
C09E,V16C,3.5,0.9,
C09E,V17A,0.3,0.2,**
C09E,V17B,4.5,1.1,
C09E,V17C,15.9,1.8,
C09E,V17D,34.7,2.4,
C09E,V17E,44.6,2.8,
C09E,V18A,96.2,0.9,
C09E,V18B,3.8,0.9,
C09M,V00T,7.8,0,
C09M,V02A,5.8,0.1,
C09M,V02B,7.1,0.1,
C09M,V02C,7.8,0,
C09M,V02D,8.4,0.1,
C09M,V02E,9,0.1,
C09M,V03A,6.7,0.1,
C09M,V03B,7.5,0.1,
C09M,V03C,7.9,0.1,
C09M,V03D,8.4,0.1,
C09M,V03E,8.9,0.1,
C09M,V04A,6.6,0.2,
C09M,V04B,7.5,0.1,
C09M,V04C,8,0.1,
C09M,V04D,8.3,0.1,
C09M,V05A,8.4,0.1,
C09M,V05B,8.1,0,
C09M,V05C,7.6,0.1,
